nom,prenom,sexe,age,code_postal,situation_matrimoniale,profession,secteur_dactivite,date_deffet_souhaitee,accepted_by_sales
Garcia,Suzanne,F,44,47370,Divorcé(e),Agriculteur(trice),Commerce interentreprises,10/10/2022,1
Martin,Louise,F,33,39110,Marié(e) avec enfant,Salarié(e) non-cadre,Chimie (industrie),14/10/2022,1
Vincent,Christiane,F,25,57970,Pacsé(e),Retraité(e),Papiers et cartons (industries),25/09/2022,1
Leroux,Suzanne,F,68,69009,Marié(e) sans enfant,Fonctionnaire d'état,Mutualité,05/10/2022,1
Da Silva,Sylvie,F,29,62124,Pacsé(e),Salarié(e) cadre,Grands magasins et magasins populaires,24/09/2022,1
Rodriguez,Nicole,F,31,40180,Pacsé(e),Fonctionnaire territorial,Chimie (industrie),03/10/2022,1
Denis,Jacqueline,F,40,55000,Divorcé(e),Etudiant(e),Bâtiment,21/09/2022,1
Pelletier,Hélène,F,70,39110,Marié(e) sans enfant,Etudiant(e),Régies de quartier,28/09/2022,1
Michel,Sylvie,F,52,59272,Veuf(ve),Fonctionnaire hospitalier,Retraite complémentaire et prévoyance,02/10/2022,1
Gerard,Nathalie,F,57,37290,Marié(e) sans enfant,Agriculteur(trice),Banque,02/10/2022,1
Vidal,Nathalie,F,27,20240,Marié(e) avec enfant,Etudiant(e),Fédération des industries nautiques,08/10/2022,1
Lopez,Marguerite,F,44,63330,Marié(e) sans enfant,Recherche d'emploi,Médicament (Les entreprises du),08/10/2022,1
Herve,Marie,F,24,52150,Marié(e) avec enfant,Fonctionnaire hospitalier,Chimie (industrie),02/10/2022,1
Vasseur,Nathalie,F,60,77510,Célibataire,Chef(fe) d'entreprise,Industrie : la Fabrique de l’avenir,21/09/2022,1
Barre,Isabelle,F,18,75020,Marié(e) sans enfant,Fonctionnaire d'état,Alimentation (artisanat),30/09/2022,1
Le Roux,Jacqueline,F,21,43380,Célibataire,Etudiant(e),Commerces de détail non alimentaires,12/10/2022,1
Henry,Marie,F,59,52160,Veuf(ve),Fonctionnaire hospitalier,Télécommunications,29/09/2022,1
Roger,Hélène,F,67,72530,Célibataire,Salarié(e) non-cadre,Bâtiment (artisanat),14/10/2022,1
Renaud,Catherine,F,40,64000,Marié(e) sans enfant,Salarié(e) non-cadre,Ameublement,10/10/2022,1
Morin,Catherine,F,42,46090,Veuf(ve),Agriculteur(trice),"Economie sociale, habitat social et protection sociale",26/09/2022,1
Garcia,Monique,F,29,23260,Marié(e) sans enfant,Agriculteur(trice),Commerces de détail non alimentaires,24/09/2022,1
Dumas,Monique,F,64,64310,Pacsé(e),Recherche d'emploi,Chimie (industrie),23/09/2022,1
Fernandez,Denise,F,62,72150,Marié(e) avec enfant,Salarié(e) non-cadre,Magasins d’habillement,23/09/2022,1
Cordier,Catherine,F,24,62124,Célibataire,Sans profession,Retraite complémentaire et prévoyance,28/09/2022,1
Boucher,Martine,F,28,72530,Pacsé(e),Profession libérale,Grands magasins et magasins populaires,18/09/2022,1
Jacquet,Catherine,F,26,34280,Marié(e) sans enfant,Etudiant(e),Bâtiment (artisanat),03/10/2022,1
Rey,Sylvie,F,20,38230,Pacsé(e),Fonctionnaire hospitalier,Propreté,22/09/2022,1
Maillard,Christine,F,35,32140,Divorcé(e),Salarié(e) cadre,Santé,24/09/2022,1
Berger,Denise,F,26,77139,Veuf(ve),Retraité(e),"Fabrication, maintenance et réparation (artisanat)",20/09/2022,1
Delaunay,Catherine,F,68,42190,Divorcé(e),Agriculteur(trice),Bâtiment,06/10/2022,1
Leger,Martine,F,68,48210,Marié(e) avec enfant,Fonctionnaire hospitalier,Bâtiment (artisanat),04/10/2022,1
Da Silva,Françoise,F,27,20240,Divorcé(e),Fonctionnaire hospitalier,Régies de quartier,17/10/2022,1
Boucher,Jacqueline,F,39,20240,Marié(e) sans enfant,Fonctionnaire d'état,Armée de terre,24/09/2022,1
Pierre,Nathalie,F,26,48200,Divorcé(e),Profession libérale,Bâtiment,08/10/2022,1
Faure,Nicole,F,50,34280,Pacsé(e),Salarié(e) non-cadre,Industrie : la Fabrique de l’avenir,17/09/2022,1
Blanc,Marguerite,F,58,20240,Veuf(ve),Chef(fe) d'entreprise,Services (artisanat),09/10/2022,1
Olivier,Marguerite,F,31,55300,Marié(e) sans enfant,Enseignant(e),Evénement,11/10/2022,1
Clement,Anne,F,66,45300,Marié(e) avec enfant,Etudiant(e),Papiers et cartons (industries),21/09/2022,1
Guyot,Catherine,F,60,71260,Veuf(ve),Enseignant(e),Industrie : la Fabrique de l’avenir,17/09/2022,1
Guerin,Martine,F,29,30230,Célibataire,Fonctionnaire d'état,Régies de quartier,04/10/2022,1
Lemaitre,Anne,F,51,20240,Divorcé(e),Etudiant(e),"Economie sociale, habitat social et protection sociale",17/09/2022,1
Roux,Hélène,F,36,47370,Divorcé(e),Agriculteur(trice),Santé,08/10/2022,1
Herve,Madeleine,F,20,67270,Veuf(ve),Chef(fe) d'entreprise,Bâtiment (artisanat),25/09/2022,1
Martinez,Jacqueline,F,43,60000,Divorcé(e),Sans profession,Services (artisanat),07/10/2022,1
Guyot,Marie,F,66,44170,Marié(e) avec enfant,Artisan,Télécommunications,09/10/2022,1
Jacquet,Marguerite,F,47,59138,Veuf(ve),Chef(fe) d'entreprise,Papiers et cartons (industries),14/10/2022,1
Marchal,Marie,F,64,42220,Marié(e) sans enfant,Salarié(e) non-cadre,Papiers et cartons (industries),02/10/2022,1
Barre,Martine,F,32,43380,Marié(e) avec enfant,Enseignant(e),Commerce à distance et e-commerce,08/10/2022,1
Adam,Christine,F,59,67270,Marié(e) avec enfant,Sans profession,Agriculture,21/09/2022,1
Moreau,Nicole,F,67,69009,Célibataire,Commerçant(e),Services (artisanat),13/10/2022,1
Clement,Suzanne,F,54,77630,Célibataire,Agriculteur(trice),Santé,09/10/2022,1
Fournier,Martine,F,66,73170,Marié(e) sans enfant,Chef(fe) d'entreprise,Télécommunications,28/09/2022,1
Fernandez,Marie,F,59,43200,Divorcé(e),Salarié(e) non-cadre,Retraite complémentaire et prévoyance,09/10/2022,1
Meunier,Nathalie,F,28,55300,Veuf(ve),Profession libérale,"Economie sociale, habitat social et protection sociale",27/09/2022,1
Moreau,Anne,F,46,39110,Veuf(ve),Etudiant(e),Production et services (artisanat),27/09/2022,1
Robin,Sylvie,F,38,32140,Divorcé(e),Retraité(e),Médicament (Les entreprises du),28/09/2022,1
Robert,Anne,F,34,62124,Veuf(ve),Salarié(e) cadre,Automobile - Services,11/10/2022,1
Meunier,Jacqueline,F,60,39110,Marié(e) avec enfant,Enseignant(e),"Fabrication, maintenance et réparation (artisanat)",11/10/2022,1
Huet,Christine,F,44,39110,Veuf(ve),Etudiant(e),Commerce interentreprises,17/09/2022,1
Andre,Marie,F,34,47370,Marié(e) avec enfant,Profession libérale,Travaux publics,13/10/2022,1
Pierre,Christine,F,26,62124,Pacsé(e),Fonctionnaire territorial,Mutualité,14/10/2022,1
Gillet,Martine,F,61,50700,Célibataire,Salarié(e) cadre,Automobile - Services,30/09/2022,1
Boulanger,Jeanne,F,58,42430,Pacsé(e),Fonctionnaire d'état,Alimentaire (la filière),01/10/2022,1
Renaud,Marie,F,60,55300,Divorcé(e),Salarié(e) cadre,Automobile - Services,15/10/2022,1
Duval,Louise,F,48,52110,Marié(e) sans enfant,Fonctionnaire d'état,Magasins d’habillement,04/10/2022,1
Deschamps,Madeleine,F,46,22210,Divorcé(e),Salarié(e) non-cadre,Presse,14/10/2022,1
Gerard,Marguerite,F,54,20240,Célibataire,Sans profession,Bâtiment (artisanat),28/09/2022,1
Laurent,Marie,F,40,48800,Divorcé(e),Retraité(e),Santé,14/10/2022,1
Pichon,Hélène,F,23,20240,Pacsé(e),Commerçant(e),Commerces de détail non alimentaires,19/09/2022,1
Girard,Nathalie,F,54,52130,Divorcé(e),Commerçant(e),Textile,21/09/2022,1
Durand,Anne,F,26,68250,Marié(e) avec enfant,Profession libérale,Etudes et conseil,14/10/2022,1
Thomas,Louise,F,55,72150,Marié(e) sans enfant,Enseignant(e),Chimie (industrie),20/09/2022,1
Barre,Martine,F,50,46090,Marié(e) sans enfant,Recherche d'emploi,Chimie (industrie),08/10/2022,1
Klein,Marguerite,F,32,24200,Divorcé(e),Artisan,Ameublement,21/09/2022,1
Lecomte,Françoise,F,54,48800,Veuf(ve),Fonctionnaire hospitalier,Travaux publics,19/09/2022,1
Lopez,Nicole,F,56,60310,Pacsé(e),Artisan,Retraite complémentaire et prévoyance,20/09/2022,1
Lamy,Sylvie,F,42,63340,Marié(e) avec enfant,Agriculteur(trice),Offices Publics de l’Habitat,02/10/2022,1
Cousin,Marguerite,F,61,44360,Marié(e) sans enfant,Fonctionnaire hospitalier,Textile,11/10/2022,1
Lebrun,Louise,F,34,67130,Pacsé(e),Fonctionnaire d'état,Etudes et conseil,23/09/2022,1
Fleury,Marie,F,66,67130,Divorcé(e),Chef(fe) d'entreprise,Chimie (industrie),12/10/2022,1
Rodriguez,Denise,F,20,50400,Divorcé(e),Fonctionnaire d'état,Offices Publics de l’Habitat,16/10/2022,1
Roche,Martine,F,48,63340,Marié(e) sans enfant,Fonctionnaire territorial,Ingénierie (Atlas),30/09/2022,1
Dupont,Françoise,F,63,76530,Pacsé(e),Etudiant(e),Transport et logistique,18/09/2022,1
Marchal,Christiane,F,46,39110,Marié(e) sans enfant,Profession libérale,Alimentaire (la filière),10/10/2022,1
Rodriguez,Martine,F,28,20240,Veuf(ve),Chef(fe) d'entreprise,Régies de quartier,27/09/2022,1
Lamy,Marie,F,26,56540,Marié(e) sans enfant,Salarié(e) non-cadre,Evénement,06/10/2022,1
Aubert,Marguerite,F,66,43200,Pacsé(e),Profession libérale,"Fabrication, maintenance et réparation (artisanat)",13/10/2022,1
Klein,Isabelle,F,22,54260,Marié(e) sans enfant,Fonctionnaire hospitalier,Commerce interentreprises,24/09/2022,1
Pasquier,Madeleine,F,36,33380,Célibataire,Enseignant(e),Plasturgie,14/10/2022,1
Lamy,Nicole,F,54,66730,Veuf(ve),Retraité(e),Santé,02/10/2022,1
Lamy,Nicole,F,29,57190,Veuf(ve),Etudiant(e),Commerce interentreprises,08/10/2022,1
Weber,Nicole,F,59,53600,Marié(e) avec enfant,Etudiant(e),"Economie sociale, habitat social et protection sociale",18/09/2022,1
Grondin,Jeanne,F,30,34280,Veuf(ve),Salarié(e) cadre,Offices Publics de l’Habitat,30/09/2022,1
Payet,Marguerite,F,67,75016,Divorcé(e),Chef(fe) d'entreprise,Alimentaire (la filière),05/10/2022,1
Bailly,Monique,F,68,48800,Marié(e) avec enfant,Salarié(e) non-cadre,Médicament (Les entreprises du),04/10/2022,1
Marchand,Marguerite,F,53,20240,Pacsé(e),Fonctionnaire territorial,Automobile - Services,03/10/2022,1
Lemaitre,Françoise,F,25,59151,Divorcé(e),Commerçant(e),Alimentation (artisanat),24/09/2022,1
Bouchet,Catherine,F,27,40180,Marié(e) avec enfant,Enseignant(e),Fédération des industries nautiques,17/10/2022,1
Benard,Françoise,F,59,20240,Pacsé(e),Sans profession,Commerce à distance et e-commerce,18/09/2022,1
Julien,Anne,F,51,24200,Veuf(ve),Commerçant(e),Retraite complémentaire et prévoyance,03/10/2022,1
Brun,Christine,F,26,30230,Célibataire,Etudiant(e),Textile,26/09/2022,1
Laurent,Marie,F,30,51530,Divorcé(e),Fonctionnaire hospitalier,Bâtiment (artisanat),21/09/2022,1
Payet,Jeanne,F,21,77139,Pacsé(e),Agriculteur(trice),Alimentaire (la filière),01/10/2022,1
Fleury,Louise,F,29,24200,Divorcé(e),Recherche d'emploi,Magasins d’habillement,16/10/2022,1
Schneider,Marguerite,F,40,68440,Veuf(ve),Etudiant(e),Armée de terre,21/09/2022,1
Andre,Jeanne,F,67,34190,Célibataire,Enseignant(e),Ingénierie (Atlas),13/10/2022,1
Thomas,Martine,F,54,69009,Pacsé(e),Salarié(e) cadre,Etudes et conseil,27/09/2022,1
Bertin,Marguerite,F,24,37290,Marié(e) sans enfant,Retraité(e),Propreté,30/09/2022,1
Gillet,Jacqueline,F,30,66730,Marié(e) sans enfant,Fonctionnaire territorial,Commerce interentreprises,28/09/2022,1
Benoit,Nicole,F,47,39230,Marié(e) sans enfant,Profession libérale,Médicament (Les entreprises du),15/10/2022,1
Bonnet,Isabelle,F,25,62124,Divorcé(e),Fonctionnaire d'état,Offices Publics de l’Habitat,26/09/2022,1
Roussel,Jeanne,F,32,34280,Marié(e) sans enfant,Salarié(e) cadre,Transport et logistique,19/09/2022,1
Maillard,Françoise,F,41,50400,Marié(e) avec enfant,Retraité(e),Commerce à distance et e-commerce,22/09/2022,1
Aubry,Jacqueline,F,69,24110,Marié(e) avec enfant,Salarié(e) cadre,Agriculture,07/10/2022,1
Poulain,Marguerite,F,58,49490,Marié(e) sans enfant,Agriculteur(trice),Mutualité,04/10/2022,1
Benoit,Sylvie,F,59,20240,Veuf(ve),Artisan,Commerces de détail non alimentaires,28/09/2022,1
Denis,Marie,F,37,48210,Pacsé(e),Salarié(e) cadre,Edition,04/10/2022,1
Joly,Jacqueline,F,40,56540,Célibataire,Artisan,Production et services (artisanat),12/10/2022,1
Robin,Nathalie,F,40,69009,Pacsé(e),Etudiant(e),Médicament (Les entreprises du),26/09/2022,1
Leblanc,Martine,F,64,49080,Pacsé(e),Fonctionnaire d'état,Agriculture,16/10/2022,1
Marie,Jeanne,F,27,30230,Pacsé(e),Retraité(e),Papiers et cartons (industries),09/10/2022,1
Guerin,Catherine,F,39,66730,Célibataire,Salarié(e) non-cadre,Régies de quartier,12/10/2022,1
Roche,Christiane,F,30,61210,Marié(e) sans enfant,Artisan,Evénement,30/09/2022,1
Delaunay,Christiane,F,52,52110,Divorcé(e),Fonctionnaire hospitalier,Télécommunications,11/10/2022,1
Guichard,Marie,F,22,52130,Divorcé(e),Recherche d'emploi,Commerce à distance et e-commerce,17/09/2022,1
Leblanc,Christine,F,21,73170,Veuf(ve),Salarié(e) non-cadre,"Economie sociale, habitat social et protection sociale",23/09/2022,1
Renaud,Nathalie,F,42,70230,Célibataire,Retraité(e),Textile,17/09/2022,1
Baron,Martine,F,63,70230,Pacsé(e),Fonctionnaire territorial,Evénement,06/10/2022,1
Le Gall,Marie,F,34,20240,Marié(e) sans enfant,Chef(fe) d'entreprise,"Fabrication, maintenance et réparation (artisanat)",04/10/2022,1
Gauthier,Hélène,F,21,43200,Marié(e) avec enfant,Commerçant(e),Papiers et cartons (industries),10/10/2022,1
Robert,Christine,F,65,75020,Divorcé(e),Agriculteur(trice),Edition,21/09/2022,1
Lambert,Nicole,F,26,20240,Pacsé(e),Fonctionnaire territorial,Agriculture,28/09/2022,1
Breton,Christiane,F,37,46090,Célibataire,Salarié(e) non-cadre,Armée de terre,20/09/2022,1
Charpentier,Isabelle,F,39,38390,Pacsé(e),Etudiant(e),Art (artisanat),08/10/2022,1
Arnaud,Suzanne,F,54,75016,Marié(e) avec enfant,Etudiant(e),Santé,24/09/2022,1
Marty,Catherine,F,33,33380,Divorcé(e),Sans profession,Textile,16/10/2022,1
Hamon,Nicole,F,38,56540,Divorcé(e),Recherche d'emploi,Santé,01/10/2022,1
Fabre,Nathalie,F,49,71150,Marié(e) sans enfant,Fonctionnaire hospitalier,Art (artisanat),26/09/2022,1
Chevalier,Françoise,F,21,77130,Divorcé(e),Agriculteur(trice),Assurance,30/09/2022,1
Schmitt,Christine,F,59,40180,Veuf(ve),Sans profession,Assurance,16/10/2022,1
Lucas,Catherine,F,64,20240,Pacsé(e),Enseignant(e),Assurance,16/10/2022,1
Lemaire,Marguerite,F,55,39110,Marié(e) avec enfant,Profession libérale,"Fabrication, maintenance et réparation (artisanat)",16/10/2022,1
Guyot,Nicole,F,51,20240,Divorcé(e),Salarié(e) cadre,Régies de quartier,23/09/2022,1
Breton,Marie,F,54,62124,Veuf(ve),Etudiant(e),Retraite complémentaire et prévoyance,13/10/2022,1
Lacroix,Isabelle,F,42,36310,Pacsé(e),Salarié(e) cadre,Médicament (Les entreprises du),11/10/2022,1
Benard,Suzanne,F,63,67270,Célibataire,Fonctionnaire d'état,Alimentaire (la filière),01/10/2022,1
Mercier,Martine,F,21,38110,Divorcé(e),Commerçant(e),Télécommunications,28/09/2022,1
Leroy,Denise,F,28,55300,Divorcé(e),Salarié(e) cadre,Edition,15/10/2022,1
Bouchet,Nathalie,F,25,58420,Célibataire,Commerçant(e),"Economie sociale, habitat social et protection sociale",05/10/2022,1
Marchal,Christine,F,25,20240,Marié(e) avec enfant,Artisan,Alimentation (artisanat),26/09/2022,1
Prevost,Françoise,F,44,53600,Pacsé(e),Profession libérale,Bâtiment,15/10/2022,1
Meyer,Anne,F,26,55300,Marié(e) sans enfant,Commerçant(e),"Fabrication, maintenance et réparation (artisanat)",14/10/2022,1
Laurent,Monique,F,22,20240,Célibataire,Retraité(e),Mutualité,30/09/2022,1
Lejeune,Marie,F,58,53600,Marié(e) avec enfant,Chef(fe) d'entreprise,Textile,09/10/2022,1
Boulanger,Nathalie,F,69,36270,Marié(e) avec enfant,Profession libérale,Production et services (artisanat),05/10/2022,1
Lemaire,Isabelle,F,57,50700,Marié(e) sans enfant,Recherche d'emploi,Retraite complémentaire et prévoyance,02/10/2022,1
Michaud,Marie,F,24,71150,Marié(e) sans enfant,Sans profession,Commerce à distance et e-commerce,07/10/2022,1
Vasseur,Christine,F,66,41250,Marié(e) avec enfant,Salarié(e) cadre,Etudes et conseil,14/10/2022,1
Guerin,Denise,F,23,69009,Marié(e) avec enfant,Enseignant(e),Santé,18/09/2022,1
Chauvin,Louise,F,41,50700,Marié(e) avec enfant,Fonctionnaire territorial,Travaux publics,24/09/2022,1
Thomas,Nicole,F,35,44170,Marié(e) sans enfant,Fonctionnaire territorial,Presse,04/10/2022,1
Roger,Marguerite,F,19,44360,Pacsé(e),Enseignant(e),Chimie (industrie),26/09/2022,1
Roger,Hélène,F,29,70230,Divorcé(e),Retraité(e),Edition,29/09/2022,1
Vasseur,Christiane,F,55,52130,Pacsé(e),Enseignant(e),Banque,16/10/2022,1
Laporte,Suzanne,F,47,23260,Veuf(ve),Fonctionnaire territorial,Etudes et conseil,13/10/2022,1
Fournier,Jeanne,F,33,47000,Pacsé(e),Salarié(e) non-cadre,Hôtellerie - Restauration,06/10/2022,1
Guerin,Marie,F,42,39110,Pacsé(e),Retraité(e),Fédération des industries nautiques,13/10/2022,1
Le Roux,Suzanne,F,68,76530,Veuf(ve),Retraité(e),Offices Publics de l’Habitat,14/10/2022,1
Mathieu,Marguerite,F,60,20240,Veuf(ve),Profession libérale,Numérique (Atlas),30/09/2022,1
Giraud,Nicole,F,48,75020,Célibataire,Fonctionnaire d'état,Art (artisanat),18/09/2022,1
Picard,Françoise,F,27,52130,Célibataire,Salarié(e) non-cadre,Etudes et conseil,26/09/2022,1
Reynaud,Anne,F,27,73170,Pacsé(e),Commerçant(e),Services (artisanat),06/10/2022,1
Guillot,Louise,F,35,34280,Pacsé(e),Salarié(e) cadre,Travaux publics,06/10/2022,1
Vasseur,Suzanne,F,32,48210,Divorcé(e),Artisan,Numérique (Atlas),15/10/2022,1
Philippe,Jeanne,F,27,61220,Pacsé(e),Enseignant(e),Commerce à distance et e-commerce,26/09/2022,1
Vidal,Catherine,F,60,37290,Divorcé(e),Salarié(e) non-cadre,Télécommunications,17/09/2022,1
Berger,Denise,F,52,34190,Marié(e) sans enfant,Artisan,Commerce interentreprises,01/10/2022,1
Arnaud,Martine,F,51,60119,Pacsé(e),Fonctionnaire d'état,Etudes et conseil,29/09/2022,1
Rolland,Isabelle,F,57,55300,Divorcé(e),Profession libérale,"Fabrication, maintenance et réparation (artisanat)",04/10/2022,1
Guillaume,Madeleine,F,62,48800,Marié(e) sans enfant,Salarié(e) non-cadre,Mutualité,05/10/2022,1
Lecomte,Martine,F,21,24110,Pacsé(e),Profession libérale,Propreté,26/09/2022,1
Roussel,Denise,F,28,23260,Marié(e) sans enfant,Fonctionnaire d'état,Commerces de détail non alimentaires,13/10/2022,1
Perrin,Martine,F,61,49360,Pacsé(e),Fonctionnaire territorial,Etudes et conseil,05/10/2022,1
Vidal,Hélène,F,56,43200,Divorcé(e),Chef(fe) d'entreprise,Papiers et cartons (industries),28/09/2022,1
David,Marie,F,36,64000,Marié(e) avec enfant,Commerçant(e),Papiers et cartons (industries),26/09/2022,1
Dupont,Jacqueline,F,59,32140,Pacsé(e),Fonctionnaire hospitalier,Magasins d’habillement,23/09/2022,1
Gautier,Nathalie,F,66,75020,Marié(e) sans enfant,Retraité(e),Assurance,28/09/2022,1
Renaud,Jeanne,F,30,68440,Veuf(ve),Fonctionnaire hospitalier,"Fabrication, maintenance et réparation (artisanat)",12/10/2022,1
Giraud,Hélène,F,27,49360,Marié(e) avec enfant,Chef(fe) d'entreprise,Industrie : la Fabrique de l’avenir,27/09/2022,1
Bourgeois,Hélène,F,44,71260,Divorcé(e),Fonctionnaire hospitalier,Magasins d’habillement,11/10/2022,1
Gaillard,Denise,F,59,72430,Célibataire,Fonctionnaire territorial,Bâtiment (artisanat),14/10/2022,1
Boyer,Catherine,F,22,48210,Marié(e) avec enfant,Fonctionnaire territorial,Banque,10/10/2022,1
Marty,Monique,F,60,55300,Divorcé(e),Salarié(e) non-cadre,Banque,10/10/2022,1
Boyer,Jacqueline,F,52,60000,Veuf(ve),Profession libérale,Services (artisanat),15/10/2022,1
Grondin,Denise,F,53,76530,Divorcé(e),Chef(fe) d'entreprise,Matériaux pour la construction et l’industrie,10/10/2022,1
Schneider,Nicole,F,37,47370,Marié(e) avec enfant,Fonctionnaire d'état,Grands magasins et magasins populaires,05/10/2022,1
Bertrand,Sylvie,F,68,20240,Célibataire,Retraité(e),Textile,22/09/2022,1
Garcia,Catherine,F,53,25330,Marié(e) avec enfant,Salarié(e) non-cadre,Santé,01/10/2022,1
Pasquier,Christine,F,52,58420,Marié(e) avec enfant,Fonctionnaire hospitalier,Matériaux pour la construction et l’industrie,02/10/2022,1
Robert,Nathalie,F,52,53140,Célibataire,Enseignant(e),Alimentaire (la filière),11/10/2022,1
Menard,Jacqueline,F,50,39110,Célibataire,Fonctionnaire territorial,Ameublement,23/09/2022,1
Meunier,Madeleine,F,54,44360,Marié(e) avec enfant,Salarié(e) non-cadre,Grands magasins et magasins populaires,02/10/2022,1
Renault,Martine,F,62,69009,Marié(e) avec enfant,Etudiant(e),Bâtiment,15/10/2022,1
Moulin,Suzanne,F,69,55300,Marié(e) avec enfant,Recherche d'emploi,Bâtiment,12/10/2022,1
Rodriguez,Louise,F,63,41600,Pacsé(e),Chef(fe) d'entreprise,Médicament (Les entreprises du),28/09/2022,1
Boucher,Marie,F,22,71260,Marié(e) sans enfant,Fonctionnaire d'état,Edition,13/10/2022,1
Perrier,Marie,F,45,50700,Célibataire,Salarié(e) cadre,Retraite complémentaire et prévoyance,23/09/2022,1
Millet,Françoise,F,66,74100,Pacsé(e),Commerçant(e),Santé,11/10/2022,1
Da Silva,Christiane,F,30,60000,Célibataire,Enseignant(e),Automobile - Services,14/10/2022,1
Payet,Nicole,F,67,23260,Marié(e) avec enfant,Fonctionnaire d'état,Presse,12/10/2022,1
Herve,Marguerite,F,18,50400,Marié(e) avec enfant,Profession libérale,Automobile - Services,12/10/2022,1
Leblanc,Isabelle,F,56,62130,Veuf(ve),Recherche d'emploi,Bâtiment,04/10/2022,1
Rodriguez,Christine,F,64,61210,Pacsé(e),Sans profession,Agriculture,23/09/2022,1
Menard,Marie,F,36,20240,Divorcé(e),Retraité(e),Médicament (Les entreprises du),10/10/2022,1
Martin,Nathalie,F,36,61210,Célibataire,Salarié(e) cadre,Ingénierie (Atlas),30/09/2022,1
Roger,Denise,F,44,52110,Célibataire,Retraité(e),Propreté,13/10/2022,1
Robert,Nathalie,F,19,62124,Marié(e) sans enfant,Fonctionnaire hospitalier,Chimie (industrie),27/09/2022,1
Leblanc,Jacqueline,F,36,61210,Veuf(ve),Chef(fe) d'entreprise,Edition,17/09/2022,1
Gaillard,Isabelle,F,61,20240,Divorcé(e),Artisan,Matériaux pour la construction et l’industrie,09/10/2022,1
Etienne,Catherine,F,21,71260,Pacsé(e),Salarié(e) non-cadre,"Fabrication, maintenance et réparation (artisanat)",28/09/2022,1
Henry,Françoise,F,41,63320,Célibataire,Agriculteur(trice),Mutualité,12/10/2022,1
Clement,Jacqueline,F,56,73170,Marié(e) avec enfant,Fonctionnaire hospitalier,Evénement,16/10/2022,1
Barbier,Anne,F,46,73310,Divorcé(e),Sans profession,Commerces de détail non alimentaires,12/10/2022,1
Charpentier,Sylvie,F,33,40180,Pacsé(e),Fonctionnaire d'état,Hôtellerie - Restauration,11/10/2022,1
Hoarau,Catherine,F,23,20240,Veuf(ve),Fonctionnaire hospitalier,Ingénierie (Atlas),10/10/2022,1
Marchand,Suzanne,F,48,50400,Pacsé(e),Fonctionnaire d'état,Art (artisanat),05/10/2022,1
Fournier,Jacqueline,F,60,44170,Pacsé(e),Chef(fe) d'entreprise,Propreté,17/09/2022,1
Arnaud,Nathalie,F,28,66730,Célibataire,Sans profession,Production et services (artisanat),25/09/2022,1
Deschamps,Anne,F,51,39110,Pacsé(e),Enseignant(e),Plasturgie,12/10/2022,1
Sanchez,Madeleine,F,61,39110,Veuf(ve),Chef(fe) d'entreprise,Commerces de détail non alimentaires,07/10/2022,1
Lemaitre,Christine,F,24,74140,Veuf(ve),Retraité(e),Numérique (Atlas),14/10/2022,1
Bertrand,Nicole,F,68,71260,Célibataire,Chef(fe) d'entreprise,Fédération des industries nautiques,15/10/2022,1
Renaud,Monique,F,20,31510,Veuf(ve),Fonctionnaire d'état,Etudes et conseil,01/10/2022,1
Chauvin,Suzanne,F,56,58000,Marié(e) sans enfant,Fonctionnaire d'état,Industrie : la Fabrique de l’avenir,17/10/2022,1
Blanchard,Madeleine,F,36,50700,Marié(e) sans enfant,Agriculteur(trice),Armée de terre,11/10/2022,1
Brunet,Hélène,F,63,31230,Marié(e) avec enfant,Salarié(e) non-cadre,Numérique (Atlas),25/09/2022,1
Blanchard,Nicole,F,34,47130,Célibataire,Commerçant(e),Fédération des industries nautiques,26/09/2022,1
Michel,Monique,F,69,54260,Célibataire,Agriculteur(trice),Evénement,11/10/2022,1
Lacroix,Madeleine,F,51,33380,Divorcé(e),Commerçant(e),Chimie (industrie),22/09/2022,1
Mallet,Sylvie,F,26,66730,Divorcé(e),Enseignant(e),Ameublement,02/10/2022,1
Schmitt,Marie,F,36,60119,Célibataire,Etudiant(e),Télécommunications,21/09/2022,1
Louis,Madeleine,F,22,56540,Marié(e) avec enfant,Agriculteur(trice),Régies de quartier,28/09/2022,1
Garcia,Monique,F,65,57140,Pacsé(e),Salarié(e) non-cadre,Chimie (industrie),25/09/2022,1
Michel,Nathalie,F,42,62124,Marié(e) sans enfant,Fonctionnaire hospitalier,Bâtiment (artisanat),12/10/2022,1
Rey,Catherine,F,47,38410,Marié(e) sans enfant,Recherche d'emploi,Plasturgie,03/10/2022,1
Royer,Louise,F,55,24110,Marié(e) avec enfant,Fonctionnaire hospitalier,Agriculture,13/10/2022,1
Leclercq,Hélène,F,39,23260,Veuf(ve),Commerçant(e),Offices Publics de l’Habitat,12/10/2022,1
Berger,Sylvie,F,56,66730,Célibataire,Sans profession,Assurance,02/10/2022,1
Rolland,Christiane,F,44,47000,Pacsé(e),Recherche d'emploi,Magasins d’habillement,28/09/2022,1
Weber,Jeanne,F,30,52110,Célibataire,Agriculteur(trice),Propreté,06/10/2022,1
Lefevre,Hélène,F,65,41600,Marié(e) sans enfant,Salarié(e) non-cadre,Art (artisanat),02/10/2022,1
Germain,Hélène,F,63,59265,Veuf(ve),Profession libérale,Plasturgie,01/10/2022,1
Breton,Denise,F,52,36100,Célibataire,Commerçant(e),Commerces de détail non alimentaires,04/10/2022,1
